"interior.gov","https://www.interior.gov","executive","Department of the Interior","Yes","Yes","Yes","Yes","","A+"
"interpol.gov","http://www.interpol.gov","executive","Department of Justice","Yes","Yes","Yes","Yes","","B"
"invasivespecies.gov","http://invasivespecies.gov","executive","Department of the Interior","No","No","","","",""
"invasivespeciesinfo.gov","https://www.invasivespeciesinfo.gov","executive","Department of Agriculture","No","Yes","Yes","Yes","","B"
"investor.gov","https://investor.gov","executive","Securities and Exchange Commission","No","Yes","Yes","Yes","Yes","A+"
"ioss.gov","https://www.ioss.gov","executive","Department of Defense","Yes","Yes","Yes","No","","T"
"ipac.gov","https://www.ipac.gov","executive","Department of the Treasury","No","Yes","Yes","No","","B"
"ipcc-wg2.gov","http://ipcc-wg2.gov","executive","United Stated Global Change Research Program","No","Yes","No","No","","F"
"ipm.gov","http://www.ipm.gov","executive","Department of Agriculture","Yes","No","","","",""
"ipp.gov","https://www.ipp.gov","executive","Department of the Treasury","No","Yes","Yes","Yes","","A+"
"iprcenter.gov","https://www.iprcenter.gov","executive","Department of Justice","No","Yes","Yes","Yes","","A+"
"irs.gov","https://www.irs.gov","executive","Department of the Treasury","No","Yes","Yes","Yes","","A+"
"irsauctions.gov","http://www.irsauctions.gov","executive","Department of the Treasury","Yes","No","","","",""
"irssales.gov","http://www.irssales.gov","executive","Department of the Treasury","Yes","No","","","",""
"irsvideos.gov","https://irsvideos.gov","executive","Department of the Treasury","No","Yes","Yes","No","","A"
"ise.gov","http://www.ise.gov","executive","Director of National Intelligence","No","Yes","No","No","","A"
"isitdoneyet.gov","https://www.isitdoneyet.gov","executive","Department of Agriculture","Yes","Yes","Yes","No","","A-"
"itap.gov","https://www.itap.gov","executive","Department of Agriculture","No","Yes","Yes","Yes","","B"
"itdashboard.gov","http://itdashboard.gov","executive","Executive Office of the President","No","Yes","No","Yes","Yes",""
"itis.gov","https://www.itis.gov","executive","Smithsonian Institution","No","Yes","Yes","Yes","","A+"
"itrd.gov","http://www.itrd.gov","executive","Networking Information Technology Research and Development (NITRD)","Yes","No","","","",""
"its.gov","https://www.its.gov","executive","Department of the Treasury","No","Yes","Yes","No","","B"
"jamesmadison.gov","http://www.jamesmadison.gov","executive","James Madison Memorial Fellowship Foundation","No","No","","","",""
"jccs.gov","http://www.jccs.gov","executive","Department of Defense","No","Yes","No","No","","T"
"jct.gov","https://www.jct.gov","legislative","The Legislative Branch (Congress)","No","Yes","Yes","No","","A"
"jem.gov","https://jem.gov","executive","Department of the Interior","No","Yes","Yes","Yes","","A+"
"jewishheritage.gov","http://jewishheritage.gov","legislative","Library of Congress","No","No","","","",""
"jewishheritagemonth.gov","http://jewishheritagemonth.gov","legislative","Library of Congress","No","No","","","",""
"jimmycarterlibrary.gov","http://jimmycarterlibrary.gov","executive","National Archives and Records Administration","No","Yes","No","No","","A"
"jobcorps.gov","http://www.jobcorps.gov","executive","Department of Labor","No","Yes","No","No","","T"
"joiningforces.gov","http://www.joiningforces.gov","executive","Executive Office of the President","Yes","Yes","No","No","","A"
"judicialconference.gov","http://www.judicialconference.gov","judicial","U.S Courts","Yes","No","","","",""
"justice.gov","https://www.justice.gov","executive","Department of Justice","No","Yes","Yes","Yes","","A+"
"justthinktwice.gov","https://www.justthinktwice.gov","executive","Department of Justice","No","Yes","Yes","Yes","","A"
"juvenilecouncil.gov","http://juvenilecouncil.gov","executive","Department of Justice","No","No","","","",""
"jwod.gov","http://jwod.gov","executive","Comm for People Who Are Blind/Severly Disabled","No","No","","","",""
"kids.gov","http://www.kids.gov","executive","General Services Administration","Yes","Yes","No","No","","A"
"klamathrestoration.gov","https://klamathrestoration.gov","executive","Department of the Interior","No","Yes","Yes","Yes","Yes","A+"
"labor.gov","http://www.labor.gov","executive","Department of Labor","Yes","No","","","",""
"lacoast.gov","https://www.lacoast.gov","executive","Department of the Interior","No","Yes","Yes","Yes","","A+"
"landfire.gov","http://landfire.gov","executive","Department of the Interior","No","No","","","",""
"landimaging.gov","http://www.landimaging.gov","executive","Department of the Interior","No","Yes","No","No","","A"
"lanl.gov","http://lanl.gov","executive","Department of Energy","No","Yes","No","No","","B"
"latinofarmerclaims.gov","https://www.latinofarmerclaims.gov","executive","Department of Agriculture","No","Yes","Yes","No","","F"
"law.gov","http://www.law.gov","legislative","Library of Congress","Yes","No","","","",""
"lbl.gov","http://www.lbl.gov","executive","Department of Energy","No","Yes","No","No","","A"
"lca.gov","https://lca.gov","executive","Department of the Interior","No","Yes","Yes","Yes","","A+"
"lcacommons.gov","https://www.lcacommons.gov","executive","Department of Agriculture","No","Yes","Yes","Yes","","B"
"lcrmscp.gov","http://www.lcrmscp.gov","executive","Department of the Interior","No","No","","","",""
"learnandserve.gov","http://www.learnandserve.gov","executive","Corporation for National & Community Service","Yes","No","","","",""
"learnatf.gov","https://www.learnatf.gov","executive","Department of Justice","No","Yes","Yes","Yes","",""
"learndoj.gov","https://www.learndoj.gov","executive","Department of Justice","No","Yes","Yes","Yes","","A+"
"learnperformance.gov","http://www.learnperformance.gov","executive","General Services Administration","Yes","Yes","Yes","No","","A"
"lep.gov","https://www.lep.gov","executive","Department of Justice","No","Yes","Yes","Yes","Yes","A+"
"letgirlslearn.gov","https://letgirlslearn.gov","executive","U.S. Agency for International Development","No","Yes","Yes","No","","A"
"letsmove.gov","http://www.letsmove.gov","executive","Executive Office of the President","No","No","","","",""
"libraryofcongress.gov","http://www.libraryofcongress.gov","legislative","Library of Congress","Yes","No","","","",""
"lifeline.gov","http://www.lifeline.gov","executive","Federal Communications Commission","Yes","No","","","",""
"lis.gov","http://www.lis.gov","legislative","Library of Congress","Yes","No","","","",""
"listo.gov","https://www.listo.gov","executive","Department of Homeland Security","Yes","Yes","Yes","No","","A"
"literacy.gov","http://www.literacy.gov","legislative","Library of Congress","Yes","No","","","",""
"llis.gov","https://www.llis.gov","executive","Department of Homeland Security","Yes","Yes","Yes","No","","A"
"llnl.gov","https://www.llnl.gov","executive","Department of Energy","No","Yes","Yes","No","","A"
"lmrcouncil.gov","https://lmrcouncil.gov","executive","Office of Personnel Management","No","Yes","Yes","Yes","","A"
"lmvsci.gov","https://lmvsci.gov","executive","Department of the Interior","No","Yes","Yes","Yes","","A+"
"loc.gov","https://loc.gov","legislative","Library of Congress","No","Yes","Yes","No","","A"
"locatorplus.gov","https://locatorplus.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","A+"
"loctps.gov","http://www.loctps.gov","legislative","Library of Congress","Yes","No","","","",""
"login.gov","https://www.login.gov","executive","General Services Administration","Yes","Yes","Yes","Yes","Yes","A+"
"longtermcare.gov","http://longtermcare.gov","executive","Department of Health And Human Services","No","No","","","",""
"lps.gov","http://www.lps.gov","executive","National Security Agency","No","No","","","",""
"lsc.gov","http://lsc.gov","executive","Legal Services Corporation","No","No","","","",""
"macpac.gov","https://www.macpac.gov","executive","Medicaid and CHIP Payment and Access Commission","No","Yes","Yes","No","","A"
"mail.gov","http://www.mail.gov","executive","U. S. Postal Service","Yes","No","","","",""
"majorityleader.gov","http://www.majorityleader.gov","legislative","The Legislative Branch (Congress)","No","Yes","No","No","","A"
"majoritywhip.gov","http://www.majoritywhip.gov","legislative","The Legislative Branch (Congress)","No","Yes","No","No","","A"
"makinghomeaffordable.gov","http://www.makinghomeaffordable.gov","executive","Department of the Treasury","No","Yes","No","No","","B"
"malwareinvestigator.gov","http://www.malwareinvestigator.gov","executive","Department of Justice","No","Yes","No","No","","A+"
"manufacturing.gov","https://www.manufacturing.gov","executive","Department of Commerce","No","Yes","Yes","Yes","Ready",""
"marine.gov","https://marine.gov","executive","Department of the Interior","No","Yes","Yes","Yes","Ready","A"
"marinecadastre.gov","http://marinecadastre.gov","executive","Department of Commerce","No","Yes","No","No","",""
"max.gov","http://www.max.gov","executive","Executive Office of the President","No","Yes","No","Yes","Yes",""
"mbda.gov","http://www.mbda.gov","executive","Department of Commerce","No","No","","","",""
"mcc.gov","https://mcc.gov","executive","Millennium Challenge Corporation","No","Yes","Yes","No","","A"
"mda.gov","http://mda.gov","executive","Department of Transportation","No","No","","","",""
"medalofvalor.gov","https://www.medalofvalor.gov","executive","Department of Justice","No","Yes","Yes","Yes","","B"
"medicaid.gov","https://www.medicaid.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","A+"
"medicalcountermeasures.gov","https://www.medicalcountermeasures.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","B"
"medicalreservecorps.gov","http://www.medicalreservecorps.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"medicare.gov","https://www.medicare.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","","A"
"medlineplus.gov","https://medlineplus.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","A+"
"medpac.gov","http://medpac.gov","executive","Medical Payment Advisory Commission","No","No","","","",""
"mentalhealth.gov","https://www.mentalhealth.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","Ready","A+"
"mentor.gov","http://www.mentor.gov","executive","Corporation for National & Community Service","Yes","No","","","",""
"mesh.gov","http://www.mesh.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"mgi.gov","https://mgi.gov","executive","Department of Commerce","No","Yes","Yes","Yes","Ready",""
"mha.gov","http://www.mha.gov","executive","Department of the Treasury","Yes","No","","","",""
"mimedicare.gov","https://www.mimedicare.gov","executive","Department of Health And Human Services","Yes","Yes","Yes","No","","A"
"mitigationcommission.gov","http://www.mitigationcommission.gov","executive","Department of the Interior","No","No","","","",""
"mlkday.gov","http://www.mlkday.gov","executive","Corporation for National & Community Service","Yes","No","","","",""
"mmc.gov","https://www.mmc.gov","executive","Marine Mammal Commission","No","Yes","Yes","No","","A"
"mojavedata.gov","https://www.mojavedata.gov","executive","Department of Defense","No","Yes","Yes","No","",""
"moneyfactory.gov","http://moneyfactory.gov","executive","Department of the Treasury","No","Yes","No","Yes","Ready","F"
"moneyfactorystore.gov","http://www.moneyfactorystore.gov","executive","Department of the Treasury","No","No","","","",""
"mrlc.gov","http://www.mrlc.gov","executive","Department of the Interior","No","No","","","",""
"msb.gov","http://www.msb.gov","executive","Department of the Treasury","Yes","No","","","",""
"msha.gov","https://www.msha.gov","executive","Department of Labor","No","Yes","Yes","Yes","","A+"
"mspb.gov","http://www.mspb.gov","executive","Merit Systems Protection Board","No","No","","","",""
"mtbs.gov","http://mtbs.gov","executive","Department of Agriculture","No","No","","","",""
"mycreditunion.gov","http://www.mycreditunion.gov","executive","National Credit Union Administration","No","No","","","",""
"myfdic.gov","https://www.myfdic.gov","executive","Federal Deposit Insurance Corporation","Yes","Yes","Yes","Yes","","A-"
"myfdicinsurance.gov","https://myfdicinsurance.gov","executive","Federal Deposit Insurance Corporation","No","Yes","Yes","Yes","","A-"
"myira.gov","https://www.myira.gov","executive","Department of the Treasury","No","No","","","",""
"mymedicare.gov","https://www.mymedicare.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","","A"
"mymoney.gov","http://www.mymoney.gov","executive","Department of the Treasury","No","No","","","",""
"myplate.gov","http://www.myplate.gov","executive","Department of Agriculture","Yes","No","","","",""
"myra.gov","https://myra.gov","executive","Department of the Treasury","No","Yes","Yes","Yes","","A"
"nafri.gov","http://nafri.gov","executive","Department of Agriculture","No","No","","","",""
"nagb.gov","https://nagb.gov","executive","Department of Education","No","Yes","Yes","Yes","Yes","A+"
"namus.gov","http://www.namus.gov","executive","Department of Justice","No","No","","","",""
"nano.gov","http://www.nano.gov","executive","National Nanotechnology Coordination Office","No","Yes","No","No","","C"
"nara.gov","http://www.nara.gov","executive","National Archives and Records Administration","Yes","Yes","No","No","","B"
"nasa.gov","https://www.nasa.gov","executive","National Aeronautics and Space Administration","No","Yes","Yes","Yes","","A+"
"nationalbank.gov","http://www.nationalbank.gov","executive","Department of the Treasury","Yes","No","","","",""
"nationalbankhelp.gov","http://nationalbankhelp.gov","executive","Department of the Treasury","No","Yes","No","Yes","","A-"
"nationalbanknet.gov","http://nationalbanknet.gov","executive","Department of the Treasury","No","Yes","No","Yes","","A-"
"nationalgangcenter.gov","https://www.nationalgangcenter.gov","executive","Department of Justice","No","Yes","Yes","Yes","Ready","A+"
"nationalhousing.gov","http://nationalhousing.gov","executive","Department of Housing And Urban Development","No","No","","","",""
"nationalhousinglocator.gov","http://nationalhousinglocator.gov","executive","Department of Housing And Urban Development","No","No","","","",""
"nationalmap.gov","http://nationalmap.gov","executive","Department of the Interior","No","Yes","No","No","","A"
"nationalresourcedirectory.gov","http://nationalresourcedirectory.gov","executive","Department of Defense","No","Yes","No","No","",""
"nationalservice.gov","https://www.nationalservice.gov","executive","Corporation for National & Community Service","No","Yes","Yes","No","","A-"
"nationalserviceresources.gov","http://www.nationalserviceresources.gov","executive","Corporation for National & Community Service","Yes","No","","","",""
"nationsreportcard.gov","http://nationsreportcard.gov","executive","Department of Education","No","Yes","No","No","","A"
"nativeamericanheritagemonth.gov","http://nativeamericanheritagemonth.gov","legislative","Library of Congress","No","No","","","",""
"nativeonestop.gov","https://www.nativeonestop.gov","executive","Department of the Interior","No","Yes","Yes","No","","A"
"navycash.gov","http://navycash.gov","executive","Department of the Treasury","Yes","No","","","",""
"nbc.gov","https://www.nbc.gov","executive","Department of the Interior","No","Yes","Yes","No","","C"
"nbib.gov","http://www.nbib.gov","executive","Office of Personnel Management","Yes","Yes","No","Yes","","A+"
"nbm.gov","http://www.nbm.gov","executive","Federal Communications Commission","Yes","No","","","",""
"nbrc.gov","http://www.nbrc.gov","executive","General Services Administration","No","No","","","",""
"ncd.gov","http://ncd.gov","executive","National Council on Disability","No","No","","","",""
"ncifcrf.gov","https://www.ncifcrf.gov","executive","Department of Health And Human Services","Yes","Yes","Yes","Yes","","A"
"ncirc.gov","https://ncirc.gov","executive","Department of Justice","No","Yes","Yes","No","","A"
"ncix.gov","http://www.ncix.gov","executive","Director of National Intelligence","Yes","No","","","",""
"ncjrs.gov","https://www.ncjrs.gov","executive","Department of Justice","No","Yes","Yes","No","","A-"
"ncpc.gov","https://www.ncpc.gov","executive","National Capital Planning Commission","No","Yes","Yes","Yes","Yes","A+"
"ncpw.gov","https://www.ncpw.gov","executive","Federal Trade Commission","No","Yes","Yes","Yes","Yes","A+"
"ncsc.gov","https://www.ncsc.gov","executive","Director of National Intelligence","No","Yes","Yes","No","","A"
"nctc.gov","https://www.nctc.gov","executive","Central Intelligence Agency","No","Yes","Yes","No","","A"
"ncua.gov","https://www.ncua.gov","executive","National Credit Union Administration","No","No","","","",""
"nea.gov","http://www.nea.gov","executive","National Endowment for the Arts","Yes","No","","","",""
"neglecteddiseases.gov","https://www.neglecteddiseases.gov","executive","U.S. Agency for International Development","No","Yes","Yes","Yes","Yes","A"
"neh.gov","https://www.neh.gov","executive","National Endowment for the Humanities","No","Yes","Yes","No","","A"
"nehrp.gov","http://nehrp.gov","executive","Department of Commerce","No","No","","","",""
"nel.gov","http://www.nel.gov","executive","Department of Agriculture","No","No","","","",""
"nemi.gov","https://www.nemi.gov","executive","Department of the Interior","No","Yes","Yes","Yes","","A+"
"nepa.gov","http://www.nepa.gov","executive","Executive Office of the President","Yes","No","","","",""
"nersc.gov","http://www.nersc.gov","executive","Department of Energy","No","Yes","No","No","","A"
"neup.gov","http://www.neup.gov","executive","Department of Energy","Yes","No","","","",""
"newmoney.gov","http://www.newmoney.gov","executive","Federal Reserve System","Yes","No","","","",""
"nfpors.gov","https://nfpors.gov","executive","Department of the Interior","No","Yes","Yes","No","","F"
"nga.gov","http://www.nga.gov","executive","National Gallery of Art","No","Yes","No","No","","B"
"ngc.gov","https://ngc.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","","B"
"nhl.gov","http://nhl.gov","executive","Department of Housing And Urban Development","No","No","","","",""
"nhtsa.gov","http://www.nhtsa.gov","executive","Department of Transportation","No","Yes","No","No","","A"
"nic.gov","http://www.nic.gov","executive","General Services Administration","Yes","Yes","Yes","No","","B"
"nicic.gov","http://nicic.gov","executive","Department of Justice","No","No","","","",""
"nicsezcheckfbi.gov","https://www.nicsezcheckfbi.gov","executive","Department of Justice","No","Yes","Yes","Yes","","A-"
"niem.gov","https://www.niem.gov","executive","Department of Justice","No","Yes","Yes","Yes","","A"
"nifc.gov","https://www.nifc.gov","executive","Department of the Interior","No","Yes","Yes","No","","C"
"nigc.gov","http://www.nigc.gov","executive","National Indian Gaming Commission","No","No","","","",""
"nih.gov","https://www.nih.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","A+"
"nihseniorhealth.gov","https://nihseniorhealth.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","A+"
"niosh.gov","http://www.niosh.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"nist.gov","https://www.nist.gov","executive","Department of Commerce","No","Yes","Yes","Yes","",""
"nitrd.gov","https://nitrd.gov","executive","Networking Information Technology Research and Development (NITRD)","No","Yes","Yes","No","","B"
"nixonlibrary.gov","https://www.nixonlibrary.gov","executive","National Archives and Records Administration","No","Yes","Yes","No","",""
"nlm.gov","https://www.nlm.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"nlrb.gov","https://www.nlrb.gov","executive","National Labor Relations Board","No","Yes","Yes","Yes","","C"
"nls.gov","http://nls.gov","executive","Department of Housing And Urban Development","No","No","","","",""
"nmb.gov","http://www.nmb.gov","executive","National Mediation Board","No","No","","","",""
"nmcourt.fed.us","http://nmcourt.fed.us","judicial","U.S Courts","No","Yes","No","No","","C"
"nmsc.gov","http://www.nmsc.gov","executive","Department of Homeland Security","No","No","","","",""
"nmvtis.gov","http://www.nmvtis.gov","executive","Department of Justice","Yes","No","","","",""
"nnlm.gov","https://nnlm.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","A+"
"nnss.gov","http://nnss.gov","executive","National Nuclear Security Administration","No","Yes","No","No","","B"
"noaa.gov","http://www.noaa.gov","executive","Department of Commerce","No","No","","","",""
"nolaenvironmental.gov","https://www.nolaenvironmental.gov","executive","Department of the Interior","No","Yes","Yes","Yes","","A+"
"notalone.gov","http://www.notalone.gov","executive","Executive Office of the President","Yes","Yes","Yes","Yes","Yes","B"
"nps.gov","https://www.nps.gov","executive","Department of the Interior","No","Yes","Yes","Yes","","A+"
"nrc.gov","http://www.nrc.gov","executive","Nuclear Regulatory Commission","No","No","","","",""
"nrd.gov","http://nrd.gov","executive","Department of Defense","No","Yes","No","No","",""
"nrel.gov","http://www.nrel.gov","executive","Department of Energy","No","No","","","",""
"nro.gov","http://nro.gov","executive","Department of Defense","No","No","","","",""
"nrojr.gov","http://nrojr.gov","executive","Department of Defense","No","No","","","",""
"nsa.gov","https://www.nsa.gov","executive","Department of Defense","No","Yes","Yes","No","","A"
"nsep.gov","https://nsep.gov","executive","Department of Defense","No","Yes","Yes","No","","F"
"nsf.gov","https://nsf.gov","executive","National Science Foundation","No","Yes","Yes","No","","B"
"nsopr.gov","http://www.nsopr.gov","executive","Department of Justice","Yes","No","","","",""
"nsopw.gov","https://www.nsopw.gov","executive","Department of Justice","No","Yes","Yes","Yes","","A-"
"nstic.gov","http://www.nstic.gov","executive","Executive Office of the President","Yes","No","","","",""
"ntdprogram.gov","https://www.ntdprogram.gov","executive","Department of Transportation","Yes","Yes","Yes","No","","A"
"ntis.gov","https://www.ntis.gov","executive","Department of Commerce","No","Yes","Yes","Yes","",""
"ntsb.gov","http://www.ntsb.gov","executive","National Transportation Safety Board","No","No","","","",""
"nutrition.gov","https://www.nutrition.gov","executive","Department of Agriculture","No","Yes","Yes","Yes","","B"
"nutritionevidencelibrary.gov","http://www.nutritionevidencelibrary.gov","executive","Department of Agriculture","Yes","No","","","",""
"nvtc.gov","http://www.nvtc.gov","executive","Department of Justice","Yes","No","","","",""
"nwbc.gov","https://www.nwbc.gov","executive","Small Business Administration","No","Yes","Yes","No","","B"
"nwcg.gov","http://www.nwcg.gov","executive","Department of Agriculture","No","No","","","",""
"nwtrb.gov","http://www.nwtrb.gov","executive","Department of Energy","No","No","","","",""
"occ.gov","https://occ.gov","executive","Department of the Treasury","No","Yes","Yes","Yes","","A-"
"occhelps.gov","http://occhelps.gov","executive","Department of the Treasury","No","Yes","No","Yes","","A-"
"odni.gov","https://www.odni.gov","executive","Director of National Intelligence","No","Yes","Yes","No","","A"
"oea.gov","http://oea.gov","executive","Department of Defense","No","Yes","No","No","","T"
"ofcm.gov","http://www.ofcm.gov","executive","Department of Commerce","No","No","","","",""
"ofda.gov","https://ofda.gov","executive","U.S. Agency for International Development","No","Yes","Yes","Yes","Yes","A"
"ofr.gov","http://www.ofr.gov","legislative","Government Publishing Office","No","No","","","",""
"oge.gov","https://oge.gov","executive","United States Office of Government Ethics","No","Yes","Yes","Yes","","A+"
"ogis.gov","http://www.ogis.gov","executive","National Archives and Records Administration","Yes","Yes","No","No","","B"
"ojjdp.gov","https://www.ojjdp.gov","executive","Department of Justice","No","Yes","Yes","Yes","","A-"
"omb.gov","http://www.omb.gov","executive","Executive Office of the President","Yes","Yes","No","No","","A"
"omblog.gov","http://www.omblog.gov","executive","Executive Office of the President","Yes","No","","","",""
"ondcp.gov","http://www.ondcp.gov","executive","Executive Office of the President","Yes","Yes","No","No","","A"
"onguardonline.gov","https://www.onguardonline.gov","executive","Federal Trade Commission","Yes","Yes","Yes","Yes","Yes","A+"
"onhir.gov","https://onhir.gov","executive","Department of the Interior","No","Yes","Yes","No","","A-"
"onlineonguard.gov","https://www.onlineonguard.gov","executive","Federal Trade Commission","Yes","Yes","Yes","No","","A"
"onrr.gov","https://onrr.gov","executive","Department of the Interior","No","Yes","Yes","Yes","Ready","A"
"openinternet.gov","http://www.openinternet.gov","executive","Federal Communications Commission","Yes","No","","","",""
"opensource.gov","https://www.opensource.gov","executive","Central Intelligence Agency","No","Yes","Yes","No","","A-"
"openworld.gov","http://openworld.gov","legislative","Government Publishing Office","No","No","","","",""
"opic.gov","https://www.opic.gov","executive","Overseas Private Investment Corporation","No","Yes","Yes","Yes","Yes","A"
"opm.gov","https://www.opm.gov","executive","Office of Personnel Management","No","Yes","Yes","Yes","","A"
"orau.gov","http://www.orau.gov","executive","Department of Energy","No","No","","","",""
"organdonor.gov","http://www.organdonor.gov","executive","Department of Health And Human Services","No","No","","","",""
"ornl.gov","https://ornl.gov","executive","Department of Energy","No","Yes","Yes","No","","A"
"osac.gov","https://www.osac.gov","executive","Department of State","No","Yes","Yes","No","","C"
"osc.gov","https://osc.gov","executive","U. S. Office of Special Counsel","No","Yes","Yes","No","",""
"osha.gov","https://osha.gov","executive","Department of Labor","No","Yes","Yes","No","","F"
"oshrc.gov","http://oshrc.gov","executive","Occupational Safety & Health Review Commission","No","No","","","",""
"osm.gov","http://www.osm.gov","executive","Department of the Interior","Yes","No","","","",""
"osmre.gov","http://www.osmre.gov","executive","Department of the Interior","No","No","","","",""
"osti.gov","https://osti.gov","executive","Department of Energy","No","Yes","Yes","No","","F"
"ostp.gov","http://www.ostp.gov","executive","Executive Office of the President","Yes","Yes","No","No","","A"
"ots.gov","http://ots.gov","executive","Department of the Treasury","No","Yes","No","Yes","","A-"
"ourdocuments.gov","https://ourdocuments.gov","executive","National Archives and Records Administration","No","Yes","Yes","Yes","","B"
"ovc.gov","https://www.ovc.gov","executive","Department of Justice","No","No","","","",""
"ovcttac.gov","https://www.ovcttac.gov","executive","Department of Justice","No","Yes","Yes","Yes","","B"
"oversight.gov","http://www.oversight.gov","executive","Council of Inspector General on Integrity and Efficiency","Yes","No","","","",""
"pacer.gov","https://www.pacer.gov","judicial","U.S Courts","No","Yes","Yes","No","","A"
"pandemicflu.gov","http://www.pandemicflu.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"papahanaumokuakea.gov","http://www.papahanaumokuakea.gov","executive","Department of Commerce","No","No","","","",""
"patriotbonds.gov","http://patriotbonds.gov","executive","Department of the Treasury","No","Yes","No","No","","A"
"pay.gov","https://pay.gov","executive","Department of the Treasury","No","Yes","Yes","Yes","","B"
"paymentaccuracy.gov","http://paymentaccuracy.gov","executive","Executive Office of the President","No","Yes","No","Yes","Yes",""
"pbgc.gov","http://pbgc.gov","executive","Pension Benefit Guaranty Corporation","No","Yes","No","No","","C"
"pcah.gov","http://pcah.gov","executive","National Endowment for the Humanities","No","Yes","No","No","","C"
"pclob.gov","https://pclob.gov","executive","General Services Administration","No","Yes","Yes","Yes","Yes","A"
"peacecorps.gov","https://www.peacecorps.gov","executive","U. S. Peace Corps","No","Yes","Yes","Yes","","A+"
"pentagon.gov","http://www.pentagon.gov","executive","Department of Defense","Yes","No","","","",""
"pepfar.gov","http://www.pepfar.gov","executive","Department of State","No","Yes","No","No","","A"
"performance.gov","https://www.performance.gov","executive","General Services Administration","No","Yes","Yes","Yes","","A+"
"phe.gov","http://www.phe.gov","executive","Department of Health And Human Services","No","No","","","",""
"pic.gov","http://pic.gov","executive","General Services Administration","No","Yes","No","Yes","Yes","A-"
"piedrasblancas.gov","http://www.piedrasblancas.gov","executive","Department of the Interior","Yes","No","","","",""
"pif.gov","http://www.pif.gov","executive","General Services Administration","Yes","No","","","",""
"pix.gov","http://www.pix.gov","executive","Director of National Intelligence","Yes","No","","","",""
"plainlanguage.gov","http://www.plainlanguage.gov","executive","Department of Transportation","No","No","","","",""
"pmf.gov","https://pmf.gov","executive","Office of Personnel Management","No","Yes","Yes","Yes","","A"
"pmi.gov","https://www.pmi.gov","executive","U.S. Agency for International Development","No","Yes","Yes","Yes","Ready","A"
"pnl.gov","http://pnl.gov","executive","Department of Energy","No","Yes","No","No","","A"
"pnnl.gov","http://pnnl.gov","executive","Department of Energy","No","Yes","No","No","","A"
"poolsafely.gov","http://www.poolsafely.gov","executive","Consumer Product Safety Commission","No","No","","","",""
"poolsafety.gov","http://www.poolsafety.gov","executive","Consumer Product Safety Commission","Yes","No","","","",""
"postoffice.gov","http://www.postoffice.gov","executive","U. S. Postal Service","Yes","No","","","",""
"ppdcecc.gov","http://ppdcecc.gov","legislative","The Legislative Branch (Congress)","No","No","","","",""
"ppirs.gov","https://www.ppirs.gov","executive","General Services Administration","No","Yes","Yes","No","","C"
"pppl.gov","http://www.pppl.gov","executive","Department of Energy","No","No","","","",""
"pracomment.gov","http://www.pracomment.gov","executive","Department of the Treasury","Yes","No","","","",""
"prc.gov","http://www.prc.gov","executive","Postal Rate Commission","No","No","","","",""
"pregunteleakaren.gov","https://www.pregunteleakaren.gov","executive","Department of Agriculture","Yes","Yes","Yes","No","","A-"
"preserveamerica.gov","http://preserveamerica.gov","executive","Advisory Council on Historic Preservation","No","No","","","",""
"presidentialdocuments.gov","https://www.presidentialdocuments.gov","legislative","Government Publishing Office","Yes","Yes","Yes","Yes","","B"
"presidentialinnovationfellows.gov","https://presidentialinnovationfellows.gov","executive","General Services Administration","No","Yes","Yes","Yes","","A+"
"presidentialserviceawards.gov","https://www.presidentialserviceawards.gov","executive","Corporation for National & Community Service","No","Yes","Yes","Yes","Ready","A"
"presidio.gov","http://www.presidio.gov","executive","Executive Office of the President","No","No","","","",""
"pretrialservices.gov","http://pretrialservices.gov","executive","Court Services and Offender Supervision","No","Yes","No","No","","A"
"primarysources.gov","http://www.primarysources.gov","legislative","Library of Congress","Yes","No","","","",""
"privacycouncil.gov","http://privacycouncil.gov","executive","General Services Administration","Yes","No","","","",""
"privacyshield.gov","https://www.privacyshield.gov","executive","Department of Commerce","No","Yes","Yes","No","","A-"
"projectsafechildhood.gov","http://www.projectsafechildhood.gov","executive","Department of Justice","Yes","Yes","Yes","Yes","Ready","B"
"projectsafeneighborhoods.gov","http://www.projectsafeneighborhoods.gov","executive","Department of Justice","Yes","No","","","",""
"protecciondelconsumidor.gov","https://www.protecciondelconsumidor.gov","executive","Federal Trade Commission","No","Yes","Yes","Yes","Yes","A+"
