"Domain","Base Domain","URL","Agency","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"fpki-lab.gov","fpki-lab.gov","http://fpki-lab.gov","General Services Administration","dotgov","","","","","","","","","No"
"fpki.gov","fpki.gov","http://fpki.gov","General Services Administration","dotgov","","","","","","","","","No"
"frb.gov","frb.gov","http://frb.gov","Federal Reserve Board of Governors","dotgov","","","","","","","","","No"
"freshempire.gov","freshempire.gov","https://freshempire.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"frpg.gov","frpg.gov","https://www.frpg.gov","General Services Administration","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"frtib.gov","frtib.gov","https://www.frtib.gov","Federal Retirement Thrift Investment Board","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"frtr.gov","frtr.gov","https://frtr.gov","Environmental Protection Agency","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"fs.fed.us","fs.fed.us","https://www.fs.fed.us","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fsapubs.gov","fsapubs.gov","http://fsapubs.gov","Department of Education","dotgov","No","Yes","No","Yes","No","No","No","No","Yes"
"fsd.gov","fsd.gov","https://fsd.gov","General Services Administration","dotgov","No","Yes","Yes","No","Yes","Yes","No","No","No"
"fsgb.gov","fsgb.gov","https://www.fsgb.gov","Department of State","dotgov","No","No","No","","","","","","No"
"fsoc.gov","fsoc.gov","https://www.fsoc.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fsrs.gov","fsrs.gov","https://fsrs.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"ftc.gov","ftc.gov","https://www.ftc.gov","Federal Trade Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"ftccomplaintassistant.gov","ftccomplaintassistant.gov","https://ftccomplaintassistant.gov","Federal Trade Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"ftcefile.gov","ftcefile.gov","https://ftcefile.gov","Federal Trade Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"fueleconomy.gov","fueleconomy.gov","https://fueleconomy.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fvap.gov","fvap.gov","https://www.fvap.gov","Department of Defense","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"fws.gov","fws.gov","https://www.fws.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"g5.gov","g5.gov","https://g5.gov","Department of Education","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"gao.gov","gao.gov","https://www.gao.gov","The Legislative Branch","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"gcmrc.gov","gcmrc.gov","https://www.gcmrc.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"genome.gov","genome.gov","https://www.genome.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"geocommunicator.gov","geocommunicator.gov","https://geocommunicator.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"geomac.gov","geomac.gov","https://www.geomac.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"geoplatform.gov","geoplatform.gov","https://www.geoplatform.gov","Department of the Interior","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"georgewbushlibrary.gov","georgewbushlibrary.gov","https://georgewbushlibrary.gov","National Archives and Records Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"getsmartaboutdrugs.gov","getsmartaboutdrugs.gov","https://www.getsmartaboutdrugs.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"getyouhome.gov","getyouhome.gov","http://getyouhome.gov","Department of Homeland Security","dotgov","No","No","No","","","","","","No"
"ginniemae.gov","ginniemae.gov","https://ginniemae.gov","Department of Housing and Urban Development","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"girlshealth.gov","girlshealth.gov","https://www.girlshealth.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"globalchange.gov","globalchange.gov","https://www.globalchange.gov","United States Global Change Research Program","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"globalentry.gov","globalentry.gov","https://globalentry.gov","Department of Homeland Security","dotgov","Yes","Yes","Yes","","","","","","No"
"globalhealth.gov","globalhealth.gov","https://globalhealth.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"globe.gov","globe.gov","https://www.globe.gov","National Aeronautics and Space Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gobierno.gov","gobierno.gov","https://gobierno.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gobiernousa.gov","gobiernousa.gov","https://gobiernousa.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"godirect.gov","godirect.gov","https://godirect.gov","Department of the Treasury","dotgov","No","Yes","Yes","No","Yes","Yes","No","No","No"
"goes-r.gov","goes-r.gov","https://www.goes-r.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gop.gov","gop.gov","http://www.gop.gov","The Legislative Branch","dotgov","No","No","No","Yes","No","No","No","No","No"
"gopleader.gov","gopleader.gov","http://gopleader.gov","The Legislative Branch","dotgov","No","No","No","Yes","No","No","No","No","No"
"governmentjobs.gov","governmentjobs.gov","https://governmentjobs.gov","Office of Personnel Management","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"govloans.gov","govloans.gov","https://govloans.gov","Department of Labor","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"govsales.gov","govsales.gov","https://www.govsales.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gps.gov","gps.gov","https://www.gps.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"grants.gov","grants.gov","https://grants.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"grantsolutions.gov","grantsolutions.gov","https://grantsolutions.gov","Department of Health and Human Services","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"greatagain.gov","greatagain.gov","https://greatagain.gov","Executive Office of the President","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"green.gov","green.gov","http://green.gov","U.S. Department of Agriculture","dotgov","No","No","No","","","","","","No"
"gsa.gov","gsa.gov","https://www.gsa.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gsaadvantage.gov","gsaadvantage.gov","https://gsaadvantage.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gsaauctions.gov","gsaauctions.gov","https://gsaauctions.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gsaig.gov","gsaig.gov","https://www.gsaig.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gsaxcess.gov","gsaxcess.gov","https://gsaxcess.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"guideline.gov","guideline.gov","https://guideline.gov","Department of Health and Human Services","dotgov","No","Yes","Yes","No","Yes","Yes","No","No","Yes"
"guidelines.gov","guidelines.gov","https://guidelines.gov","Department of Health and Human Services","dotgov","No","Yes","Yes","No","Yes","Yes","No","No","Yes"
"gwa.gov","gwa.gov","http://gwa.gov","Department of the Treasury","dotgov","No","No","No","","","","","","No"
"hanford.gov","hanford.gov","https://www.hanford.gov","Department of Energy","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"harp.gov","harp.gov","https://harp.gov","Federal Housing Finance Agency","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"hc.gov","hc.gov","http://hc.gov","Department of Health and Human Services","dotgov","No","No","No","","","","","","No"
"hcqualitycommission.gov","hcqualitycommission.gov","http://hcqualitycommission.gov","Department of Health and Human Services","dotgov","No","No","No","","","","","","No"
"health.gov","health.gov","https://health.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"healthcare.gov","healthcare.gov","https://www.healthcare.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"healthdata.gov","healthdata.gov","https://www.healthdata.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"healthfinder.gov","healthfinder.gov","https://healthfinder.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"healthit.gov","healthit.gov","http://www.healthit.gov","Department of Health and Human Services","dotgov","No","No","No","Yes","No","No","No","No","No"
"healthypeople.gov","healthypeople.gov","https://www.healthypeople.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"hearttruth.gov","hearttruth.gov","https://www.hearttruth.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"helpwithmybank.gov","helpwithmybank.gov","https://www.helpwithmybank.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"helpwithmycheckingaccount.gov","helpwithmycheckingaccount.gov","https://helpwithmycheckingaccount.gov","Department of the Treasury","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"helpwithmycreditcard.gov","helpwithmycreditcard.gov","https://helpwithmycreditcard.gov","Department of the Treasury","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"helpwithmycreditcardbank.gov","helpwithmycreditcardbank.gov","https://helpwithmycreditcardbank.gov","Department of the Treasury","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"helpwithmymortgage.gov","helpwithmymortgage.gov","https://helpwithmymortgage.gov","Department of the Treasury","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"helpwithmymortgagebank.gov","helpwithmymortgagebank.gov","https://helpwithmymortgagebank.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"heritageabroad.gov","heritageabroad.gov","http://heritageabroad.gov","U.S. Commission for the Preservation of Americas Heritage Abroad","dotgov","No","No","No","","","","","","No"
"hhs.gov","hhs.gov","https://www.hhs.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"hhsoig.gov","hhsoig.gov","http://hhsoig.gov","Department of Health and Human Services","dotgov","No","No","No","","","","","","No"
"highperformancebuildings.gov","highperformancebuildings.gov","http://highperformancebuildings.gov","Department of Energy","dotgov","No","No","No","","","","","","No"
"hirevets.gov","hirevets.gov","https://www.hirevets.gov","Department of Labor","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"history.gov","history.gov","https://history.gov","National Archives and Records Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"hiv.gov","hiv.gov","https://www.hiv.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"homeenergyscore.gov","homeenergyscore.gov","http://homeenergyscore.gov","Department of Energy","dotgov","No","No","No","","","","","","No"
"homelandsecurity.gov","homelandsecurity.gov","https://homelandsecurity.gov","Department of Homeland Security","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"homesales.gov","homesales.gov","http://homesales.gov","Department of Housing and Urban Development","dotgov","No","No","Yes","Yes","No","No","No","No","No"
"house.gov","house.gov","https://www.house.gov","The Legislative Branch","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"housecommunications.gov","housecommunications.gov","http://www.housecommunications.gov","The Legislative Branch","dotgov","No","No","No","","","","","","No"
"housedemocrats.gov","housedemocrats.gov","http://housedemocrats.gov","The Legislative Branch","dotgov","No","No","No","","","","","","No"
"housedems.gov","housedems.gov","http://housedems.gov","The Legislative Branch","dotgov","No","No","No","","","","","","No"
"houselive.gov","houselive.gov","http://houselive.gov","The Legislative Branch","dotgov","No","No","No","","","","","","No"
"housenewsletters.gov","housenewsletters.gov","http://housenewsletters.gov","The Legislative Branch","dotgov","No","No","No","","","","","","No"
"howto.gov","howto.gov","http://howto.gov","General Services Administration","dotgov","","","","","","","","","No"
"hrsa.gov","hrsa.gov","https://www.hrsa.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hru.gov","hru.gov","https://hru.gov","Office of Personnel Management","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"hsr.gov","hsr.gov","https://www.hsr.gov","Federal Trade Commission","dotgov","No","Yes","Yes","No","Yes","No","No","No","Yes"
"hud.gov","hud.gov","https://www.hud.gov","Department of Housing and Urban Development","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hudoig.gov","hudoig.gov","https://www.hudoig.gov","Department of Housing and Urban Development","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"huduser.gov","huduser.gov","https://www.huduser.gov","Department of Housing and Urban Development","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"hurricanes.gov","hurricanes.gov","https://www.hurricanes.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"hydrogen.gov","hydrogen.gov","http://hydrogen.gov","Department of Energy","dotgov","No","No","Yes","No","Yes","No","No","No","Ready"
"iad.gov","iad.gov","https://www.iad.gov","Department of Defense","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"iaf.gov","iaf.gov","https://iaf.gov","Inter-American Foundation","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"iarpa-ideas.gov","iarpa-ideas.gov","http://iarpa-ideas.gov","Director of National Intelligence","dotgov","No","No","No","No","Yes","No","No","No","No"
"iarpa.gov","iarpa.gov","https://www.iarpa.gov","Director of National Intelligence","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"iat.gov","iat.gov","https://www.iat.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"iawg.gov","iawg.gov","https://iawg.gov","Department of State","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ibb.gov","ibb.gov","http://ibb.gov","Broadcasting Board of Governors","dotgov","No","No","No","","","","","","No"
"ibwc.gov","ibwc.gov","https://ibwc.gov","Department of State","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"ic3.gov","ic3.gov","https://www.ic3.gov","Department of Justice","dotgov","Yes","Yes","Yes","","","","","","Yes"
"icass.gov","icass.gov","https://www.icass.gov","Department of State","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"icbemp.gov","icbemp.gov","http://icbemp.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"ice.gov","ice.gov","https://www.ice.gov","Department of Homeland Security","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ich.gov","ich.gov","http://ich.gov","United States Interagency Council on Homelessness","dotgov","No","No","No","","","","","","No"
"icjointduty.gov","icjointduty.gov","http://icjointduty.gov","Director of National Intelligence","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"idealab.gov","idealab.gov","http://idealab.gov","Department of Health and Human Services","dotgov","No","No","No","","","","","","No"
"identitysandbox.gov","identitysandbox.gov","http://identitysandbox.gov","General Services Administration","dotgov","","","","","","","","","Yes"
"identitytheft.gov","identitytheft.gov","https://identitytheft.gov","Federal Trade Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"idmanagement.gov","idmanagement.gov","https://www.idmanagement.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"idtheft.gov","idtheft.gov","https://idtheft.gov","Federal Trade Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"iedison.gov","iedison.gov","http://iedison.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ignet.gov","ignet.gov","https://www.ignet.gov","Council of Inspectors General on Integrity and Efficiency","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"ihs.gov","ihs.gov","https://www.ihs.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"imls.gov","imls.gov","https://imls.gov","Institute of Museum and Library Services","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"indianaffairs.gov","indianaffairs.gov","https://www.indianaffairs.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"inel.gov","inel.gov","http://www.inel.gov","Department of Energy","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"info.gov","info.gov","https://info.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"inl.gov","inl.gov","https://www.inl.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"innovation.gov","innovation.gov","https://innovation.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"inspire2serve.gov","inspire2serve.gov","http://inspire2serve.gov","National Commission on Military, National, and Public Service","dotgov","No","No","No","","","","","","No"
"insurekidsnow.gov","insurekidsnow.gov","https://www.insurekidsnow.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"integrity.gov","integrity.gov","https://integrity.gov","Office of Government Ethics","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"intel.gov","intel.gov","https://www.intel.gov","Director of National Intelligence","dotgov","No","Yes","No","Yes","No","No","No","No","Yes"
"intelink.gov","intelink.gov","https://www.intelink.gov","Director of National Intelligence","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"intelligence.gov","intelligence.gov","https://www.intelligence.gov","Director of National Intelligence","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"intelligencecareers.gov","intelligencecareers.gov","https://www.intelligencecareers.gov","National Security Agency","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"interior.gov","interior.gov","https://interior.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"interpol.gov","interpol.gov","http://interpol.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"invasivespecies.gov","invasivespecies.gov","https://invasivespecies.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"invasivespeciesinfo.gov","invasivespeciesinfo.gov","https://www.invasivespeciesinfo.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"investor.gov","investor.gov","https://www.investor.gov","Securities and Exchange Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"ioss.gov","ioss.gov","https://www.ioss.gov","Department of Defense","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"ipm.gov","ipm.gov","https://www.ipm.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ipp.gov","ipp.gov","https://www.ipp.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"iprcenter.gov","iprcenter.gov","https://www.iprcenter.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"irs.gov","irs.gov","https://www.irs.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"irsauctions.gov","irsauctions.gov","https://irsauctions.gov","Department of the Treasury","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"irssales.gov","irssales.gov","https://irssales.gov","Department of the Treasury","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"irsvideos.gov","irsvideos.gov","https://www.irsvideos.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ise.gov","ise.gov","http://ise.gov","Director of National Intelligence","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"isitdoneyet.gov","isitdoneyet.gov","https://isitdoneyet.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"isotope.gov","isotope.gov","https://isotope.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"isotopes.gov","isotopes.gov","https://isotopes.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"itap.gov","itap.gov","https://www.itap.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"itc.gov","itc.gov","http://itc.gov","Department of Defense","dotgov","","","","","","","","","No"
"itdashboard.gov","itdashboard.gov","https://itdashboard.gov","Executive Office of the President","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"itis.gov","itis.gov","https://itis.gov","Smithsonian Institution","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"itrd.gov","itrd.gov","http://www.itrd.gov","Networking Information Technology Research and Development","dotgov","No","No","No","","","","","","No"
"its.gov","its.gov","https://www.its.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"jamesmadison.gov","jamesmadison.gov","https://www.jamesmadison.gov","James Madison Memorial Fellowship Foundation","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"jccbi.gov","jccbi.gov","http://jccbi.gov","Department of Transportation","dotgov","","","","","","","","","No"
"jccs.gov","jccs.gov","https://www.jccs.gov","Department of Defense","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"jct.gov","jct.gov","https://www.jct.gov","The Legislative Branch","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"jem.gov","jem.gov","https://jem.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"jimmycarterlibrary.gov","jimmycarterlibrary.gov","https://jimmycarterlibrary.gov","National Archives and Records Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"jobcorps.gov","jobcorps.gov","https://www.jobcorps.gov","Department of Labor","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"judicialconference.gov","judicialconference.gov","http://www.judicialconference.gov","U.S. Courts","dotgov","No","No","No","","","","","","No"
"jusfc.gov","jusfc.gov","https://jusfc.gov","Japan-US Friendship Commision","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"justice.gov","justice.gov","https://www.justice.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"justthinktwice.gov","justthinktwice.gov","https://www.justthinktwice.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"juvenilecouncil.gov","juvenilecouncil.gov","https://www.juvenilecouncil.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"jwod.gov","jwod.gov","https://jwod.gov","United States AbilityOne","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"kids.gov","kids.gov","https://kids.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"klamathrestoration.gov","klamathrestoration.gov","https://klamathrestoration.gov","Department of the Interior","dotgov","No","Yes","Yes","No","Yes","No","No","No","Yes"
"labor.gov","labor.gov","http://labor.gov","Department of Labor","dotgov","No","No","No","","","","","","No"
"lacoast.gov","lacoast.gov","https://www.lacoast.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"landfire.gov","landfire.gov","https://landfire.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"landimaging.gov","landimaging.gov","https://www.landimaging.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"lanl.gov","lanl.gov","http://lanl.gov","Department of Energy","dotgov","No","No","No","Yes","No","No","No","No","No"
"lbl.gov","lbl.gov","http://www.lbl.gov","Department of Energy","dotgov","No","No","No","Yes","No","No","No","No","No"
"lca.gov","lca.gov","https://lca.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"lcacommons.gov","lcacommons.gov","https://lcacommons.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"lcrmscp.gov","lcrmscp.gov","https://lcrmscp.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"learnatf.gov","learnatf.gov","http://www.learnatf.gov","Department of Justice","dotgov","No","No","No","","","","","","No"
"learndoj.gov","learndoj.gov","http://learndoj.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"lep.gov","lep.gov","https://www.lep.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"letgirlslearn.gov","letgirlslearn.gov","https://letgirlslearn.gov","U.S. Agency for International Development","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"lifeline.gov","lifeline.gov","http://lifeline.gov","Federal Communications Commission","dotgov","No","No","No","","","","","","No"
"listo.gov","listo.gov","https://www.listo.gov","Department of Homeland Security","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"llnl.gov","llnl.gov","https://www.llnl.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"lmvsci.gov","lmvsci.gov","https://lmvsci.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"locatorplus.gov","locatorplus.gov","https://locatorplus.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"login.gov","login.gov","https://login.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"longtermcare.gov","longtermcare.gov","http://longtermcare.gov","Department of Health and Human Services","dotgov","No","No","No","","","","","","No"
"lps.gov","lps.gov","http://www.lps.gov","National Security Agency","dotgov","No","No","No","","","","","","No"
"lsc.gov","lsc.gov","http://lsc.gov","Legal Services Corporation","dotgov","No","No","Yes","Yes","No","No","No","No","Yes"
"macpac.gov","macpac.gov","https://www.macpac.gov","Medicaid and CHIP Payment and Access Commission","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"mail.gov","mail.gov","http://mail.gov","United States Postal Service","dotgov","No","No","No","","","","","","No"
"majorityleader.gov","majorityleader.gov","http://www.majorityleader.gov","The Legislative Branch","dotgov","No","No","No","Yes","No","No","No","No","No"
"majoritywhip.gov","majoritywhip.gov","http://www.majoritywhip.gov","The Legislative Branch","dotgov","No","No","No","Yes","No","No","No","No","No"
"makinghomeaffordable.gov","makinghomeaffordable.gov","https://www.makinghomeaffordable.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"malwareinvestigator.gov","malwareinvestigator.gov","https://malwareinvestigator.gov","Department of Justice","dotgov","No","Yes","Yes","No","Yes","No","No","No","Yes"
"manufacturing.gov","manufacturing.gov","https://www.manufacturing.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"marine.gov","marine.gov","https://marine.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"marinecadastre.gov","marinecadastre.gov","https://marinecadastre.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"max.gov","max.gov","https://max.gov","Executive Office of the President","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"mbda.gov","mbda.gov","https://www.mbda.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mcc.gov","mcc.gov","https://www.mcc.gov","Millennium Challenge Corporation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
